"Trade 	"	"Entry Date	"	"Buy Price	"	"Sell Price	"	"Exit Date	"	"P/L per token	"	"P/L %	"	"Drawdown %	"
237	9/9/2022 2:26:00	$1,702.22	$1,742.15	9/9/2022 7:37:00	$39.93	2.35%	1.12%
238	9/10/2022 2:47:00	$1,718.20	$1,742.85	9/10/2022 14:29:00	$24.65	1.43%	0.67%
239	9/10/2022 2:48:00	$1,715.18	$1,742.85	9/10/2022 14:29:00	$27.67	1.61%	0.49%
240	9/10/2022 2:49:00	$1,715.99	$1,742.85	9/10/2022 14:29:00	$26.86	1.57%	0.54%
241	9/10/2022 8:21:00	$1,718.98	$1,742.85	9/10/2022 14:29:00	$23.87	1.39%	0.63%
242	9/10/2022 22:50:00	$1,760.34	$1,779.51	9/11/2022 6:20:00	$19.17	1.09%	1.02%
243	9/11/2022 1:31:00	$1,753.52	$1,779.51	9/11/2022 6:20:00	$25.99	1.48%	0.64%
244	9/11/2022 1:32:00	$1,750.45	$1,779.51	9/11/2022 6:20:00	$29.06	1.66%	0.46%
245	9/11/2022 1:33:00	$1,748.51	$1,779.51	9/11/2022 6:20:00	$31.00	1.77%	0.35%
246	9/11/2022 10:55:00	$1,768.71	$1,725.73	9/11/2022 16:50:00	-$42.98	-2.43%	2.51%
247	9/11/2022 10:56:00	$1,768.80	$1,725.73	9/11/2022 16:50:00	-$43.07	-2.43%	2.51%
248	9/11/2022 10:59:00	$1,766.98	$1,725.73	9/11/2022 16:50:00	-$41.25	-2.33%	2.41%
249	9/11/2022 16:52:00	$1,728.02	$1,751.06	9/11/2022 17:13:00	$23.04	1.33%	0.46%
250	9/11/2022 16:53:00	$1,722.35	$1,751.06	9/11/2022 17:13:00	$28.71	1.67%	0.13%
251	9/12/2022 5:13:00	$1,730.11	$1,754.27	9/12/2022 6:39:00	$24.16	1.40%	0.08%
252	9/12/2022 21:15:00	$1,681.68	$1,706.23	9/12/2022 21:53:00	$24.55	1.46%	0.09%
253	9/12/2022 23:50:00	$1,714.67	$1,740.40	9/13/2022 5:45:00	$25.73	1.50%	0.97%
254	9/13/2022 16:05:00	$1,597.68	$1,557.92	9/13/2022 19:21:00	-$39.76	-2.49%	2.56%
255	9/13/2022 16:06:00	$1,594.81	$1,557.92	9/13/2022 19:21:00	-$36.89	-2.31%	2.39%
256	9/14/2022 8:35:00	$1,592.99	$1,609.15	9/14/2022 16:43:00	$16.16	1.01%	2.15%
257	9/14/2022 8:36:00	$1,593.30	$1,609.15	9/14/2022 16:43:00	$15.85	0.99%	2.17%
258	9/14/2022 8:37:00	$1,593.73	$1,609.15	9/14/2022 16:43:00	$15.42	0.97%	2.19%
259	9/14/2022 13:17:00	$1,561.48	$1,609.15	9/14/2022 16:43:00	$47.67	3.05%	0.08%
260	9/15/2022 16:33:00	$1,491.62	$1,435.71	9/16/2022 8:52:00	-$55.91	-3.75%	3.82%
261	9/15/2022 17:49:00	$1,464.99	$1,435.71	9/16/2022 8:52:00	-$29.28	-2.00%	2.07%
262	9/15/2022 17:50:00	$1,461.00	$1,435.71	9/16/2022 8:52:00	-$25.29	-1.73%	1.81%
263	9/17/2022 0:04:00	$1,433.93	$1,448.70	9/17/2022 11:12:00	$14.77	1.03%	1.81%
264	9/17/2022 0:05:00	$1,433.96	$1,448.70	9/17/2022 11:12:00	$14.74	1.03%	1.81%
265	9/17/2022 0:06:00	$1,434.13	$1,448.70	9/17/2022 11:12:00	$14.57	1.02%	1.82%
266	9/17/2022 16:26:00	$1,454.31	$1,471.50	9/17/2022 18:39:00	$17.19	1.18%	2.62%
267	9/17/2022 16:27:00	$1,453.70	$1,471.50	9/17/2022 18:39:00	$17.80	1.22%	2.58%
268	9/17/2022 16:28:00	$1,452.46	$1,471.50	9/17/2022 18:39:00	$19.04	1.31%	2.49%
269	9/17/2022 16:29:00	$1,448.39	$1,471.50	9/17/2022 18:39:00	$23.11	1.60%	2.22%
270	9/17/2022 19:09:00	$1,454.70	$1,415.70	9/18/2022 19:24:00	-$39.00	-2.68%	2.49%
271	9/17/2022 19:10:00	$1,453.15	$1,415.70	9/18/2022 19:24:00	-$37.45	-2.58%	2.49%
272	9/17/2022 19:11:00	$1,450.70	$1,415.70	9/18/2022 19:24:00	-$35.00	-2.41%	2.49%
273	9/17/2022 19:12:00	$1,451.20	$1,415.70	9/18/2022 19:24:00	-$35.50	-2.45%	2.49%
274	9/18/2022 16:11:00	$1,333.91	$1,353.93	9/18/2022 18:08:00	$20.02	1.50%	0.70%
275	9/18/2022 21:17:00	$1,310.31	$1,325.22	9/19/2022 7:51:00	$14.91	1.14%	2.39%
276	9/18/2022 21:18:00	$1,300.96	$1,325.22	9/19/2022 7:51:00	$24.26	1.86%	1.69%
277	9/19/2022 22:19:00	$1,351.50	$1,369.09	9/20/2022 0:31:00	$17.59	1.30%	0.76%
278	9/19/2022 22:20:00	$1,349.11	$1,369.09	9/20/2022 0:31:00	$19.98	1.48%	0.58%
279	9/19/2022 22:21:00	$1,345.97	$1,369.09	9/20/2022 0:31:00	$23.12	1.72%	0.35%
280	9/20/2022 0:57:00	$1,357.01	$1,377.52	9/20/2022 2:06:00	$20.51	1.51%	0.43%
281	9/20/2022 0:58:00	$1,357.30	$1,377.52	9/20/2022 2:06:00	$20.22	1.49%	0.46%
282	9/20/2022 8:16:00	$1,337.39	$1,357.61	9/20/2022 9:51:00	$20.22	1.51%	0.70%
283	9/20/2022 15:37:00	$1,343.28	$1,359.02	9/21/2022 7:33:00	$15.74	1.17%	2.35%
284	9/20/2022 16:44:00	$1,334.57	$1,359.02	9/21/2022 7:33:00	$24.45	1.83%	1.71%
285	9/22/2022 21:27:00	$1,323.32	$1,343.17	9/22/2022 22:18:00	$19.85	1.50%	0.26%
286	9/23/2022 4:39:00	$1,305.06	$1,273.73	9/23/2022 8:57:00	-$31.33	-2.40%	2.48%
287	9/24/2022 16:12:00	$1,336.52	$1,298.35	9/25/2022 8:48:00	-$38.17	-2.86%	2.93%
288	9/24/2022 16:13:00	$1,336.55	$1,298.35	9/25/2022 8:48:00	-$38.20	-2.86%	2.93%
289	9/24/2022 16:19:00	$1,323.27	$1,298.35	9/25/2022 8:48:00	-$24.92	-1.88%	1.96%
290	9/24/2022 16:20:00	$1,324.78	$1,298.35	9/25/2022 8:48:00	-$26.43	-2.00%	2.07%
291	9/25/2022 12:00:00	$1,303.54	$1,314.48	9/25/2022 22:23:00	$10.94	0.84%	2.70%
292	9/25/2022 12:01:00	$1,300.43	$1,314.48	9/25/2022 22:23:00	$14.05	1.08%	2.47%
293	9/25/2022 12:02:00	$1,286.60	$1,314.48	9/25/2022 22:23:00	$27.88	2.17%	1.42%
294	9/25/2022 12:03:00	$1,289.63	$1,314.48	9/25/2022 22:23:00	$24.85	1.93%	1.65%
295	9/26/2022 6:31:00	$1,293.00	$1,310.92	9/26/2022 7:47:00	$17.92	1.39%	0.36%
296	9/26/2022 6:32:00	$1,290.09	$1,310.92	9/26/2022 7:47:00	$20.83	1.61%	0.08%
297	9/27/2022 11:15:00	$1,349.13	$1,313.86	9/27/2022 12:42:00	-$35.27	-2.61%	2.69%
298	9/27/2022 11:20:00	$1,343.22	$1,313.86	9/27/2022 12:42:00	-$29.36	-2.19%	2.26%
299	9/27/2022 21:15:00	$1,287.03	$1,256.14	9/28/2022 5:05:00	-$30.89	-2.40%	2.48%
300	9/28/2022 12:46:00	$1,314.26	$1,332.60	9/28/2022 13:36:00	$18.34	1.40%	0.36%
301	9/28/2022 12:47:00	$1,314.62	$1,332.60	9/28/2022 13:36:00	$17.98	1.37%	0.39%
302	9/28/2022 12:48:00	$1,311.47	$1,332.60	9/28/2022 13:36:00	$21.13	1.61%	0.15%
303	9/28/2022 12:49:00	$1,311.28	$1,332.60	9/28/2022 13:36:00	$21.32	1.63%	0.10%
304	9/28/2022 19:50:00	$1,327.80	$1,347.71	9/28/2022 20:31:00	$19.91	1.50%	0.11%
305	9/28/2022 21:07:00	$1,333.56	$1,301.56	9/29/2022 8:45:00	-$32.00	-2.40%	2.47%
306	9/29/2022 12:10:00	$1,332.20	$1,346.55	9/29/2022 19:32:00	$14.35	1.08%	1.02%
307	9/29/2022 12:54:00	$1,328.14	$1,346.55	9/29/2022 19:32:00	$18.41	1.39%	0.71%
308	9/29/2022 13:02:00	$1,323.86	$1,346.55	9/29/2022 19:32:00	$22.69	1.71%	0.39%
309	9/29/2022 13:03:00	$1,322.36	$1,346.55	9/29/2022 19:32:00	$24.19	1.83%	0.28%
310	10/1/2022 6:29:00	$1,325.02	$1,282.37	10/2/2022 5:16:00	-$42.65	-3.22%	3.29%
311	10/1/2022 14:38:00	$1,311.62	$1,282.37	10/2/2022 5:16:00	-$29.25	-2.23%	2.31%
312	10/1/2022 14:39:00	$1,310.16	$1,282.37	10/2/2022 5:16:00	-$27.79	-2.12%	2.20%
313	10/1/2022 14:40:00	$1,308.85	$1,282.37	10/2/2022 5:16:00	-$26.48	-2.02%	2.10%
314	10/4/2022 0:38:00	$1,325.92	$1,345.82	10/4/2022 2:14:00	$19.90	1.50%	0.19%
315	10/5/2022 3:15:00	$1,345.06	$1,365.54	10/5/2022 19:19:00	$20.48	1.52%	2.21%
316	10/5/2022 3:24:00	$1,340.48	$1,365.54	10/5/2022 19:19:00	$25.06	1.87%	1.88%
317	10/5/2022 12:36:00	$1,350.50	$1,365.54	10/5/2022 19:19:00	$15.04	1.11%	0.63%
318	10/6/2022 3:26:00	$1,357.70	$1,378.12	10/6/2022 7:32:00	$20.42	1.50%	0.29%
319	10/6/2022 3:27:00	$1,357.80	$1,378.12	10/6/2022 7:32:00	$20.32	1.50%	0.29%
320	10/6/2022 16:22:00	$1,357.21	$1,322.03	10/7/2022 11:26:00	-$35.18	-2.59%	2.67%
321	10/6/2022 17:00:00	$1,351.48	$1,322.03	10/7/2022 11:26:00	-$29.45	-2.18%	2.25%
322	10/7/2022 3:55:00	$1,355.00	$1,322.03	10/7/2022 11:26:00	-$32.97	-2.43%	2.51%
323	10/7/2022 14:36:00	$1,323.00	$1,335.77	10/9/2022 20:00:00	$12.77	0.97%	1.55%
324	10/8/2022 16:44:00	$1,313.83	$1,335.77	10/9/2022 20:00:00	$21.94	1.67%	0.86%
325	10/8/2022 16:46:00	$1,314.16	$1,335.77	10/9/2022 20:00:00	$21.61	1.64%	0.89%
326	10/8/2022 16:49:00	$1,313.11	$1,335.77	10/9/2022 20:00:00	$22.66	1.73%	0.81%
327	10/10/2022 23:02:00	$1,276.90	$1,294.19	10/11/2022 10:37:00	$17.29	1.35%	0.71%
328	10/10/2022 23:03:00	$1,277.33	$1,294.19	10/11/2022 10:37:00	$16.86	1.32%	0.74%
329	10/10/2022 23:04:00	$1,276.83	$1,294.19	10/11/2022 10:37:00	$17.36	1.36%	0.70%
330	10/11/2022 15:59:00	$1,282.02	$1,293.73	10/12/2022 1:28:00	$11.71	0.91%	0.72%
331	10/11/2022 16:00:00	$1,281.69	$1,293.73	10/12/2022 1:28:00	$12.04	0.94%	0.69%
332	10/11/2022 16:30:00	$1,277.83	$1,293.73	10/12/2022 1:28:00	$15.90	1.24%	0.39%
333	10/13/2022 5:31:00	$1,224.96	$1,242.43	10/13/2022 5:43:00	$17.47	1.43%	0.32%
334	10/14/2022 10:19:00	$1,309.89	$1,264.01	10/15/2022 18:03:00	-$45.88	-3.50%	3.58%
335	10/14/2022 11:13:00	$1,301.64	$1,264.01	10/15/2022 18:03:00	-$37.63	-2.89%	2.97%
336	10/15/2022 8:11:00	$1,282.82	$1,264.01	10/15/2022 18:03:00	-$18.81	-1.47%	1.54%
337	10/15/2022 11:41:00	$1,286.03	$1,264.01	10/15/2022 18:03:00	-$22.02	-1.71%	1.79%
338	10/16/2022 5:29:00	$1,283.93	$1,303.18	10/16/2022 14:45:00	$19.25	1.50%	0.44%
339	10/16/2022 16:53:00	$1,293.63	$1,313.38	10/16/2022 17:48:00	$19.75	1.53%	0.31%
340	10/16/2022 16:54:00	$1,294.61	$1,313.38	10/16/2022 17:48:00	$18.77	1.45%	0.38%
341	10/16/2022 16:55:00	$1,293.67	$1,313.38	10/16/2022 17:48:00	$19.71	1.52%	0.31%
342	10/16/2022 21:00:00	$1,296.97	$1,316.50	10/17/2022 4:31:00	$19.53	1.51%	0.18%
343	10/16/2022 21:01:00	$1,297.11	$1,316.50	10/17/2022 4:31:00	$19.39	1.49%	0.19%
344	10/17/2022 6:35:00	$1,315.88	$1,335.61	10/17/2022 8:40:00	$19.73	1.50%	0.24%
345	10/17/2022 11:49:00	$1,320.48	$1,337.12	10/17/2022 17:10:00	$16.64	1.26%	0.37%
346	10/18/2022 0:11:00	$1,332.97	$1,298.76	10/18/2022 10:44:00	-$34.21	-2.57%	2.64%
347	10/18/2022 0:12:00	$1,332.98	$1,298.76	10/18/2022 10:44:00	-$34.22	-2.57%	2.64%
348	10/18/2022 3:15:00	$1,332.71	$1,298.76	10/18/2022 10:44:00	-$33.95	-2.55%	2.62%
349	10/18/2022 5:53:00	$1,324.41	$1,298.76	10/18/2022 10:44:00	-$25.65	-1.94%	2.01%
350	10/19/2022 17:41:00	$1,282.10	$1,301.34	10/20/2022 5:54:00	$19.24	1.50%	0.99%
351	10/21/2022 10:59:00	$1,294.30	$1,275.05	10/20/2022 15:31:00	-$19.25	-1.49%	1.12%
352	10/21/2022 13:24:00	$1,297.75	$1,311.20	10/22/2022 8:16:00	$13.45	1.04%	2.28%
353	10/21/2022 13:25:00	$1,297.70	$1,311.20	10/22/2022 8:16:00	$13.50	1.04%	2.28%
354	10/21/2022 13:26:00	$1,297.05	$1,311.20	10/22/2022 8:16:00	$14.15	1.09%	2.28%
355	10/22/2022 7:35:00	$1,302.80	$1,311.20	10/22/2022 8:16:00	$8.40	0.64%	2.28%
356	10/22/2022 18:37:00	$1,313.18	$1,332.81	10/23/2022 13:13:00	$19.63	1.49%	1.12%
357	10/23/2022 19:54:00	$1,360.60	$1,374.48	10/25/2022 8:34:00	$13.88	1.02%	2.75%
358	10/23/2022 19:55:00	$1,360.16	$1,374.48	10/25/2022 8:34:00	$14.32	1.05%	2.72%
359	10/23/2022 23:14:00	$1,341.79	$1,374.48	10/25/2022 8:34:00	$32.69	2.44%	1.39%
360	10/25/2022 17:16:00	$1,458.01	$1,480.20	10/25/2022 20:42:00	$22.19	1.52%	0.87%
361	10/25/2022 17:17:00	$1,458.64	$1,480.20	10/25/2022 20:42:00	$21.56	1.48%	0.91%
362	10/26/2022 21:59:00	$1,550.25	$1,541.80	10/27/2022 6:06:00	-$8.45	-0.55%	0.34%
363	10/26/2022 22:00:00	$1,549.75	$1,541.80	10/27/2022 6:06:00	-$7.95	-0.51%	0.34%
364	10/26/2022 22:01:00	$1,547.30	$1,541.80	10/27/2022 6:06:00	-$5.50	-0.36%	0.34%
365	10/30/2022 10:50:00	$1,585.07	$1,609.33	10/31/2022 4:45:00	$24.26	1.53%	1.56%
366	10/30/2022 10:51:00	$1,585.85	$1,609.33	10/31/2022 4:45:00	$23.48	1.48%	1.61%
367	10/31/2022 8:56:00	$1,585.24	$1,594.58	10/31/2022 21:50:00	$9.34	0.59%	2.29%
368	10/31/2022 9:37:00	$1,552.98	$1,594.58	10/31/2022 21:50:00	$41.60	2.68%	0.56%
369	11/1/2022 11:33:00	$1,570.70	$1,594.27	11/1/2022 22:28:00	$23.57	1.50%	0.22%
370	11/2/2022 16:29:00	$1,507.15	$1,534.35	11/2/2022 20:24:00	$27.20	1.80%	0.00%
371	11/3/2022 17:19:00	$1,526.55	$1,549.27	11/3/2022 23:34:00	$22.72	1.49%	0.23%
372	11/5/2022 8:30:00	$1,632.36	$1,582.52	11/6/2022 17:13:00	-$49.84	-3.05%	0.00%
373	11/5/2022 20:53:00	$1,618.54	$1,582.52	11/6/2022 17:13:00	-$36.02	-2.23%	0.00%
374	11/5/2022 20:54:00	$1,618.00	$1,582.52	11/6/2022 17:13:00	-$35.48	-2.19%	0.00%
375	11/6/2022 10:02:00	$1,618.85	$1,582.52	11/6/2022 17:13:00	-$36.33	-2.24%	0.00%
376	11/6/2022 17:13:00	$1,582.52	$1,592.05	11/6/2022 23:45:00	$9.53	0.60%	0.00%
377	11/6/2022 17:14:00	$1,573.66	$1,592.05	11/6/2022 23:45:00	$18.39	1.17%	0.00%
378	11/6/2022 17:15:00	$1,573.23	$1,592.05	11/6/2022 23:45:00	$18.82	1.20%	0.00%
379	11/6/2022 17:16:00	$1,576.87	$1,592.05	11/6/2022 23:45:00	$15.18	0.96%	0.00%
380	11/7/2022 15:37:00	$1,585.61	$1,544.59	11/7/2022 20:55:00	-$41.02	-2.59%	2.84%
381	11/7/2022 15:38:00	$1,586.36	$1,544.59	11/7/2022 20:55:00	-$41.77	-2.63%	2.89%
382	11/7/2022 15:39:00	$1,580.98	$1,544.59	11/7/2022 20:55:00	-$36.39	-2.30%	2.56%
383	11/7/2022 15:40:00	$1,580.65	$1,544.59	11/7/2022 20:55:00	-$36.06	-2.28%	2.54%
384	11/8/2022 13:32:00	$1,262.26	$1,305.27	11/8/2022 13:35:00	$43.01	3.41%	2.39%
385	11/8/2022 13:33:00	$1,238.00	$1,305.27	11/8/2022 13:35:00	$67.27	5.43%	0.48%
386	11/8/2022 20:45:00	$1,304.70	$1,267.50	11/9/2022 1:49:00	-$37.20	-2.85%	3.00%
387	11/9/2022 3:16:00	$1,231.79	$1,251.68	11/9/2022 3:25:00	$19.89	1.61%	0.84%
388	11/9/2022 3:17:00	$1,232.42	$1,251.68	11/9/2022 3:25:00	$19.26	1.56%	0.89%
389	11/9/2022 4:18:00	$1,157.83	$1,173.79	11/9/2022 4:23:00	$15.96	1.38%	1.95%
390	11/9/2022 4:19:00	$1,151.37	$1,173.79	11/9/2022 4:23:00	$22.42	1.95%	1.40%
391	11/9/2022 4:20:00	$1,142.72	$1,173.79	11/9/2022 4:23:00	$31.07	2.72%	0.65%
392	11/10/2022 11:39:00	$1,263.43	$1,280.03	11/10/2022 12:12:00	$16.60	1.31%	1.34%
393	11/10/2022 11:40:00	$1,256.80	$1,280.03	11/10/2022 12:12:00	$23.23	1.85%	0.82%
394	11/10/2022 19:35:00	$1,267.27	$1,230.59	11/10/2022 21:08:00	-$36.68	-2.89%	3.17%
395	11/13/2022 0:33:00	$1,254.95	$1,215.49	11/13/2022 3:07:00	-$39.46	-3.14%	3.50%
396	11/14/2022 13:47:00	$1,214.45	$1,234.44	11/14/2022 17:07:00	$19.99	1.65%	0.44%
397	11/14/2022 13:48:00	$1,214.35	$1,234.44	11/14/2022 17:07:00	$20.09	1.65%	0.43%
398	11/14/2022 13:49:00	$1,215.85	$1,234.44	11/14/2022 17:07:00	$18.59	1.53%	0.55%
399	11/17/2022 0:52:00	$1,204.99	$1,225.98	11/17/2022 20:41:00	$20.99	1.74%	2.06%
400	11/19/2022 20:53:00	$1,218.81	$1,179.49	11/20/2022 5:32:00	-$39.32	-3.23%	3.54%
401	11/20/2022 2:41:00	$1,205.68	$1,179.49	11/20/2022 5:32:00	-$26.19	-2.17%	2.49%
402	11/20/2022 2:42:00	$1,208.93	$1,179.49	11/20/2022 5:32:00	-$29.44	-2.44%	2.75%
403	11/22/2022 2:19:00	$1,076.54	$1,092.73	11/22/2022 5:00:00	$16.19	1.50%	0.10%
404	11/24/2022 1:58:00	$1,207.21	$1,205.39	11/25/2022 18:32:00	-$1.82	-0.15%	2.81%
405	11/24/2022 8:18:00	$1,187.88	$1,205.39	11/25/2022 18:32:00	$17.51	1.47%	1.17%
406	11/24/2022 8:19:00	$1,187.80	$1,205.39	11/25/2022 18:32:00	$17.59	1.48%	1.17%
407	11/24/2022 14:27:00	$1,198.57	$1,205.39	11/25/2022 18:32:00	$6.82	0.57%	2.08%
408	11/26/2022 0:09:00	$1,217.76	$1,230.85	11/26/2022 8:52:00	$13.09	1.07%	0.00%
409	11/26/2022 0:10:00	$1,217.35	$1,230.85	11/26/2022 8:52:00	$13.50	1.11%	0.00%
410	11/26/2022 0:11:00	$1,217.13	$1,230.85	11/26/2022 8:52:00	$13.72	1.13%	0.00%
411	11/26/2022 0:12:00	$1,216.12	$1,230.85	11/26/2022 8:52:00	$14.73	1.21%	0.00%
412	12/1/2022 19:48:00	$1,268.91	$1,288.99	12/2/2022 5:33:00	$20.08	1.58%	0.36%
413	12/2/2022 16:23:00	$1,290.35	$1,244.53	12/3/2022 16:32:00	-$45.82	-3.55%	3.85%
414	12/3/2022 0:18:00	$1,270.50	$1,244.53	12/3/2022 16:32:00	-$25.97	-2.04%	2.04%
415	12/6/2022 4:37:00	$1,250.39	$1,273.07	12/6/2022 17:52:00	$22.68	1.81%	0.78%
416	12/7/2022 16:16:00	$1,228.55	$1,244.54	12/8/2022 7:53:00	$15.99	1.30%	0.61%
417	12/9/2022 13:03:00	$1,266.53	$1,281.09	12/10/2022 10:03:00	$14.56	1.15%	0.92%
418	12/9/2022 15:30:00	$1,257.75	$1,281.09	12/10/2022 10:03:00	$23.34	1.86%	0.23%
419	12/10/2022 11:54:00	$1,270.64	$1,282.16	12/11/2022 13:10:00	$11.52	0.91%	0.76%
420	12/10/2022 17:48:00	$1,262.90	$1,282.16	12/11/2022 13:10:00	$19.26	1.53%	0.11%
421	12/12/2022 2:22:00	$1,242.40	$1,261.60	12/12/2022 14:58:00	$19.20	1.55%	0.11%
422	12/14/2022 19:45:00	$1,289.56	$1,248.43	12/16/2022 2:55:00	-$41.13	-3.19%	3.53%
423	12/14/2022 19:54:00	$1,281.64	$1,248.43	12/16/2022 2:55:00	-$33.21	-2.59%	2.93%
424	12/15/2022 7:41:00	$1,272.52	$1,248.43	12/16/2022 2:55:00	-$24.09	-1.89%	2.24%
425	12/16/2022 3:02:00	$1,209.17	$1,162.46	12/16/2022 17:14:00	-$46.71	-3.86%	4.29%
426	12/16/2022 8:19:00	$1,201.36	$1,162.46	12/16/2022 17:14:00	-$38.90	-3.24%	3.67%
427	12/16/2022 10:09:00	$1,189.33	$1,162.46	12/16/2022 17:14:00	-$26.87	-2.26%	2.69%
428	12/16/2022 17:02:00	$1,175.00	$1,162.46	12/16/2022 17:14:00	-$12.54	-1.07%	1.50%
429	12/17/2022 16:05:00	$1,176.94	$1,194.82	12/17/2022 22:23:00	$17.88	1.52%	0.14%
430	12/18/2022 3:20:00	$1,183.81	$1,193.89	12/19/2022 20:45:00	$10.08	0.85%	2.89%
431	12/18/2022 3:29:00	$1,176.49	$1,193.89	12/19/2022 20:45:00	$17.40	1.48%	2.28%
432	12/19/2022 11:34:00	$1,167.78	$1,193.89	12/19/2022 20:45:00	$26.11	2.24%	1.55%
433	12/21/2022 22:12:00	$1,211.91	$1,226.94	12/22/2022 14:23:00	$15.03	1.24%	2.50%
434	12/22/2022 8:34:00	$1,200.96	$1,226.94	12/22/2022 14:23:00	$25.98	2.16%	1.61%
435	12/22/2022 8:35:00	$1,199.18	$1,226.94	12/22/2022 14:23:00	$27.76	2.31%	1.46%
436	12/23/2022 16:17:00	$1,219.42	$1,223.68	12/26/2022 17:38:00	$4.26	0.35%	2.23%
437	12/25/2022 8:35:00	$1,200.45	$1,223.68	12/26/2022 17:38:00	$23.23	1.94%	0.51%
438	12/27/2022 1:40:00	$1,222.40	$1,227.18	1/3/2023 19:20:00	$4.78	0.39%	3.46%
439	12/27/2022 8:32:00	$1,214.70	$1,227.18	1/3/2023 19:20:00	$12.48	1.03%	2.84%
440	12/27/2022 11:44:00	$1,203.83	$1,227.18	1/3/2023 19:20:00	$23.35	1.94%	1.97%
441	12/27/2022 23:56:00	$1,189.16	$1,227.18	1/3/2023 19:20:00	$38.02	3.20%	0.76%
442	1/6/2023 8:45:00	$1,246.05	$1,262.85	1/6/2023 9:49:00	$16.80	1.35%	0.62%
443	1/6/2023 18:08:00	$1,266.93	$1,285.71	1/8/2023 17:10:00	$18.78	1.48%	0.80%
444	1/7/2023 18:41:00	$1,259.17	$1,285.71	1/8/2023 17:10:00	$26.54	2.11%	0.14%
445	1/12/2023 18:40:00	$1,406.66	$1,427.84	1/13/2023 14:57:00	$21.18	1.51%	0.48%
446	1/14/2023 18:34:00	$1,516.45	$1,539.50	1/15/2023 7:41:00	$23.05	1.52%	0.10%
447	1/16/2023 2:10:00	$1,526.05	$1,549.30	1/16/2023 4:13:00	$23.25	1.52%	0.26%
448	1/16/2023 5:29:00	$1,540.06	$1,556.65	1/16/2023 10:15:00	$16.59	1.08%	1.29%
449	1/16/2023 9:15:00	$1,524.28	$1,556.65	1/16/2023 10:15:00	$32.37	2.12%	0.08%
450	1/17/2023 1:37:00	$1,558.99	$1,585.75	1/17/2023 8:08:00	$26.76	1.72%	0.13%
451	1/19/2023 6:47:00	$1,517.85	$1,532.63	1/19/2023 8:44:00	$14.78	0.97%	0.37%
452	1/19/2023 22:45:00	$1,549.98	$1,584.40	1/20/2023 10:59:00	$34.42	2.22%	0.59%
453	1/21/2023 17:00:00	$1,635.46	$1,636.00	1/22/2023 9:23:00	$0.54	0.03%	1.61%
454	1/21/2023 19:47:00	$1,618.14	$1,636.00	1/22/2023 9:23:00	$17.86	1.10%	0.95%
455	1/23/2023 16:54:00	$1,624.84	$1,561.53	1/24/2023 16:28:00	-$63.31	-3.90%	4.19%
456	1/24/2023 8:02:00	$1,612.29	$1,561.53	1/24/2023 16:28:00	-$50.76	-3.15%	3.44%
457	1/24/2023 15:55:00	$1,594.61	$1,561.53	1/24/2023 16:28:00	-$33.08	-2.07%	2.37%
458	1/24/2023 16:27:00	$1,573.25	$1,561.53	1/24/2023 16:28:00	-$11.72	-0.74%	1.04%
459	1/28/2023 0:25:00	$1,593.03	$1,618.71	1/28/2023 19:21:00	$25.68	1.61%	2.40%
460	1/30/2023 3:05:00	$1,607.82	$1,538.94	1/30/2023 13:11:00	-$68.88	-4.28%	4.60%
461	1/30/2023 3:07:00	$1,606.13	$1,538.94	1/30/2023 13:11:00	-$67.19	-4.18%	4.50%
462	1/30/2023 4:50:00	$1,585.88	$1,538.94	1/30/2023 13:11:00	-$46.94	-2.96%	3.28%
463	1/30/2023 4:51:00	$1,584.86	$1,538.94	1/30/2023 13:11:00	-$45.92	-2.90%	3.22%
464	1/30/2023 23:50:00	$1,565.97	$1,583.71	1/31/2023 8:12:00	$17.74	1.13%	0.35%
465	1/31/2023 15:18:00	$1,566.12	$1,598.40	1/31/2023 16:51:00	$32.28	2.06%	0.21%
